-1.525921,1.356134,1.617901,0.561150
-0.692101,0.533831,1.538976,0.213832
1.047019,1.055351,-0.158266,0.213610
0.957779,-0.277486,0.716446,0.141383
0.404400,0.629897,0.431533,0.060134
1.333057,-1.955025,0.755746,0.532004
0.025582,-1.967304,1.270728,0.390948
1.435424,-1.909411,-0.949487,0.570204
0.058465,1.553375,0.722078,0.216088
-1.894157,-0.921768,-1.789341,0.664054
0.266558,-0.447689,1.566794,0.165241
-0.115542,0.860210,0.100625,0.059045
-0.576566,-0.092771,-0.844025,0.080118
1.265168,-1.134991,0.878489,0.328307
-0.018386,1.269409,-0.491614,0.137936
-1.586853,0.602466,-0.446639,0.329980
1.168893,-1.371952,-0.413943,0.312325
0.439620,-1.936528,-0.323355,0.316805
1.490133,0.121936,-0.769979,0.291559
0.212211,0.227780,0.308252,0.014669
0.422870,-1.505663,1.860563,0.394732
-0.010336,0.378796,0.720773,0.041022
-1.909712,1.802230,-1.371997,0.779255
-0.753736,1.067398,-0.506989,0.168023
-1.875247,-0.950987,-1.237580,0.563685
-0.366861,-0.537841,1.364886,0.145257
1.186499,-1.368948,1.992934,0.535733
-1.227444,1.070673,-1.943595,0.479957
0.449201,0.560806,0.178342,0.049310
1.679221,-1.226983,-1.593878,0.587731
-0.012526,1.195887,-1.099541,0.179779
-0.151963,-0.814449,1.279255,0.148103
-1.431190,-0.724161,1.081485,0.344160
-0.803188,0.522103,0.148883,0.096683
0.689823,0.646856,1.197896,0.169879
1.452244,-1.720005,-1.339944,0.574502
0.817129,1.466494,-0.708892,0.271465
0.810063,-1.760951,-1.638219,0.469082
0.866468,0.688250,0.922587,0.172170
-0.955190,0.367472,1.695604,0.281532
-0.549068,-1.645055,0.891491,0.288807
0.351391,0.202982,-1.922958,0.230749
-0.369354,0.771791,-0.647119,0.085721
-1.287869,1.968603,1.874984,0.692306
0.861015,0.658427,0.521840,0.134599
0.058911,0.110670,0.801835,0.038435
0.718966,-1.072200,0.268328,0.152229
-1.989926,1.737863,0.507378,0.704073
-1.628145,0.604331,-0.804372,0.371289
1.294442,1.649142,1.563099,0.543500
0.990046,-0.899926,1.918044,0.387640
-0.118464,1.451465,0.121026,0.164522
-0.041422,-0.917888,-1.107183,0.135729
1.311459,-0.205757,-1.138579,0.276499
